building_type,area_sqm,floors,location,foundation_type,roof_type,has_basement,has_parking,labor_rate,total_cost
Commercial,1268,4,Rural,Concrete,Flat,1,1,5200,10999499
Industrial,2447,9,Urban,Pile,Dome,0,1,8800,50000000
Commercial,4177,10,Suburban,Pile,Dome,0,1,7300,50000000
Residential,740,4,Suburban,Slab,Flat,0,1,9100,6327674
Industrial,4524,13,Rural,Pile,Flat,1,1,4900,50000000
Industrial,4406,18,Urban,Concrete,Dome,0,0,13600,50000000
Residential,14493,10,Rural,Concrete,Flat,1,1,12600,50000000
Residential,9848,20,Rural,Concrete,Flat,0,1,8200,50000000
Commercial,12154,6,Suburban,Pile,Dome,1,0,8000,50000000
Commercial,2049,16,Suburban,Pile,Dome,0,1,12100,50000000
Residential,4220,3,Rural,Pile,Flat,0,1,4300,18007125
Commercial,4534,11,Urban,Pile,Flat,0,1,14800,50000000
Residential,13165,4,Urban,Pile,Dome,1,1,5200,50000000
Residential,3080,5,Rural,Slab,Dome,0,0,6100,37009237
Commercial,13569,6,Suburban,Slab,Pitched,1,1,11700,50000000
Residential,5121,9,Urban,Concrete,Dome,0,1,4600,50000000
Residential,4271,16,Urban,Slab,Dome,0,1,3200,50000000
Residential,13866,19,Suburban,Concrete,Flat,0,1,3200,50000000
Industrial,770,9,Suburban,Pile,Flat,0,1,13000,25258215
Residential,10843,19,Suburban,Pile,Dome,0,1,7500,50000000
Residential,9842,11,Urban,Pile,Dome,0,1,5100,50000000
Industrial,5929,14,Suburban,Concrete,Dome,0,1,11900,50000000
Industrial,3575,11,Rural,Pile,Pitched,0,1,12300,50000000
Industrial,12385,6,Rural,Concrete,Pitched,0,1,9600,50000000
Industrial,11852,19,Urban,Concrete,Dome,1,1,4000,50000000
Commercial,2534,2,Rural,Pile,Flat,0,1,14200,16535708
Industrial,2276,12,Suburban,Pile,Dome,0,1,7200,50000000
Industrial,511,2,Suburban,Concrete,Flat,0,1,3000,2951394
Commercial,14522,18,Rural,Pile,Pitched,0,0,5300,50000000
Residential,7168,2,Rural,Concrete,Flat,1,1,14500,41222244
Residential,1476,14,Suburban,Slab,Dome,1,1,8600,47752223
Industrial,12197,10,Rural,Concrete,Pitched,0,1,11300,50000000
Industrial,12298,5,Urban,Slab,Pitched,1,1,13900,50000000
Residential,9286,2,Rural,Concrete,Dome,1,0,7200,37457071
Residential,8088,19,Rural,Concrete,Dome,0,1,9200,50000000
Residential,11951,1,Urban,Concrete,Flat,1,1,12400,38549137
Industrial,10741,1,Rural,Concrete,Pitched,1,1,4400,29285576
Residential,10701,17,Urban,Pile,Dome,0,1,11800,50000000
Industrial,13744,16,Urban,Slab,Dome,0,0,4000,50000000
Industrial,436,15,Urban,Concrete,Flat,0,1,5400,17891187
Commercial,11066,4,Suburban,Slab,Dome,1,1,9800,50000000
Commercial,3467,11,Suburban,Slab,Dome,0,1,10200,50000000
Commercial,12491,15,Rural,Slab,Dome,0,1,14400,50000000
Residential,3493,19,Rural,Pile,Dome,0,0,10100,50000000
Residential,3402,6,Suburban,Concrete,Flat,1,1,6300,50000000
Commercial,11913,11,Urban,Slab,Pitched,0,0,6400,50000000
Residential,2239,12,Suburban,Concrete,Dome,0,1,5900,50000000
Residential,8392,1,Urban,Slab,Flat,0,1,4000,22101605
Commercial,13454,16,Urban,Pile,Dome,0,1,3600,50000000
Residential,14087,10,Urban,Concrete,Pitched,1,1,12500,50000000
Commercial,2079,17,Rural,Concrete,Dome,0,1,13400,50000000
Residential,3645,16,Suburban,Pile,Pitched,1,1,11300,50000000
Commercial,6965,2,Urban,Slab,Pitched,1,0,15000,50000000
Residential,14320,3,Rural,Slab,Flat,0,1,14000,50000000
Residential,11108,18,Suburban,Pile,Dome,1,1,3400,50000000
Industrial,5969,20,Rural,Slab,Flat,0,0,5800,50000000
Industrial,8355,7,Urban,Pile,Flat,0,1,10500,50000000
Residential,7220,1,Urban,Concrete,Dome,1,1,9800,26703774
Residential,4778,3,Rural,Slab,Dome,0,1,9900,49320559
Industrial,7447,9,Rural,Pile,Pitched,0,1,12800,50000000
Residential,1021,11,Urban,Slab,Dome,0,0,3400,18621535
Industrial,6873,9,Rural,Concrete,Flat,1,1,14200,50000000
Industrial,6559,13,Urban,Concrete,Pitched,0,1,14000,50000000
Residential,4434,6,Suburban,Slab,Dome,0,0,4700,50000000
Industrial,7274,20,Suburban,Pile,Flat,0,1,8900,50000000
Commercial,4008,11,Suburban,Concrete,Flat,1,1,11500,50000000
Commercial,11261,12,Suburban,Concrete,Pitched,1,1,14700,50000000
Commercial,6575,5,Suburban,Pile,Dome,1,0,10900,50000000
Industrial,1617,18,Suburban,Pile,Dome,1,1,12600,50000000
Residential,13712,20,Rural,Pile,Pitched,1,1,6900,50000000
Industrial,2674,16,Urban,Concrete,Dome,0,0,4300,50000000
Industrial,2422,11,Rural,Pile,Pitched,1,1,6100,50000000
Industrial,5013,12,Suburban,Pile,Pitched,1,0,11700,50000000
Commercial,2964,16,Suburban,Pile,Pitched,0,1,4500,50000000
Industrial,12333,16,Rural,Concrete,Pitched,0,1,5600,50000000
Industrial,9267,7,Urban,Concrete,Dome,0,1,12600,50000000
Residential,13776,19,Urban,Pile,Dome,0,1,3500,50000000
Commercial,12218,15,Suburban,Slab,Dome,0,0,8500,50000000
Commercial,7656,16,Suburban,Concrete,Pitched,0,1,14200,50000000
Commercial,13008,17,Suburban,Slab,Dome,1,1,14400,50000000
Commercial,3970,2,Rural,Pile,Pitched,1,1,3100,12578314
Industrial,4114,5,Suburban,Slab,Pitched,0,1,11700,50000000
Commercial,14446,19,Urban,Concrete,Flat,0,1,6200,50000000
Industrial,9856,2,Rural,Slab,Dome,1,0,15000,50000000
Commercial,5939,18,Rural,Concrete,Dome,0,1,7500,50000000
Residential,1638,18,Rural,Concrete,Dome,0,0,14400,50000000
Commercial,14308,7,Suburban,Slab,Pitched,0,1,6000,50000000
Residential,4000,17,Suburban,Slab,Dome,0,1,13500,50000000
Residential,5513,10,Rural,Pile,Dome,0,0,12300,50000000
Commercial,4786,6,Suburban,Slab,Pitched,1,1,5300,50000000
Industrial,2336,1,Urban,Pile,Flat,1,0,8200,6955506
Commercial,12823,4,Urban,Slab,Flat,0,1,5700,50000000
Industrial,3564,12,Rural,Pile,Flat,1,1,7300,50000000
Industrial,5109,4,Rural,Slab,Dome,1,1,7000,50000000
Commercial,1592,16,Suburban,Slab,Dome,0,1,7200,50000000
Commercial,1459,3,Urban,Concrete,Pitched,1,0,3700,11313255
Commercial,3058,15,Suburban,Pile,Dome,1,0,10300,50000000
Residential,5494,3,Urban,Pile,Pitched,1,0,3400,35688898
Industrial,8351,10,Suburban,Pile,Pitched,0,1,12800,50000000
Industrial,11745,13,Rural,Slab,Dome,0,1,4100,50000000
Commercial,14913,2,Rural,Pile,Flat,1,0,13200,50000000
Commercial,5078,16,Urban,Slab,Pitched,0,0,4200,50000000
Industrial,1962,5,Rural,Concrete,Dome,0,1,6600,25100802
Industrial,9224,16,Suburban,Slab,Flat,1,1,6300,50000000
Commercial,8746,8,Rural,Concrete,Pitched,1,0,14500,50000000
Industrial,8474,4,Suburban,Concrete,Pitched,1,1,13000,50000000
Residential,11008,9,Rural,Concrete,Pitched,1,1,10400,50000000
Industrial,13413,3,Rural,Concrete,Dome,0,1,14800,50000000
Industrial,14304,4,Urban,Concrete,Flat,1,1,12200,50000000
Industrial,7985,18,Suburban,Pile,Pitched,0,1,13800,50000000
Residential,6302,19,Suburban,Slab,Dome,1,1,10500,50000000
Industrial,11886,11,Rural,Slab,Dome,0,1,10000,50000000
Industrial,9364,6,Urban,Slab,Pitched,0,1,7700,50000000
Industrial,10479,1,Urban,Pile,Flat,1,1,14100,33835983
Residential,4080,14,Urban,Slab,Dome,1,1,7900,50000000
Commercial,8330,9,Suburban,Concrete,Flat,1,1,4500,50000000
Commercial,13508,8,Rural,Slab,Pitched,0,1,3700,50000000
Residential,6443,7,Rural,Concrete,Dome,1,0,8200,50000000
Residential,1111,12,Urban,Slab,Pitched,0,1,11500,48953286
Industrial,12987,17,Suburban,Slab,Flat,1,0,12300,50000000
Residential,5692,17,Rural,Pile,Pitched,0,1,11300,50000000
Commercial,6128,14,Suburban,Concrete,Flat,1,1,11500,50000000
Commercial,2201,9,Suburban,Concrete,Flat,0,0,11100,50000000
Residential,1942,3,Suburban,Slab,Dome,1,1,6100,15181690
Commercial,5437,14,Rural,Concrete,Dome,1,1,7200,50000000
Industrial,566,4,Urban,Pile,Dome,0,1,11800,8322285
Commercial,9588,16,Rural,Concrete,Dome,0,1,5900,50000000
Industrial,341,16,Rural,Concrete,Dome,1,0,5700,11363329
Residential,12478,18,Suburban,Pile,Flat,0,1,3500,50000000
Industrial,7648,10,Rural,Pile,Dome,1,1,5100,50000000
Industrial,4149,3,Urban,Concrete,Pitched,0,1,8200,36514743
Commercial,2959,11,Urban,Pile,Flat,0,0,5400,50000000
Commercial,14772,20,Rural,Pile,Dome,1,1,3100,50000000
Industrial,4994,2,Rural,Slab,Dome,1,1,8900,28076245
Commercial,9389,12,Urban,Pile,Pitched,0,0,12100,50000000
Industrial,2546,2,Suburban,Slab,Pitched,1,1,9400,18683819
Industrial,2202,5,Urban,Concrete,Dome,0,1,10100,34089632
Commercial,12106,9,Suburban,Pile,Flat,0,0,13200,50000000
Residential,2194,13,Urban,Concrete,Pitched,0,1,13400,50000000
Commercial,5591,5,Urban,Slab,Pitched,1,1,12500,50000000
Industrial,12744,14,Suburban,Pile,Flat,1,1,12900,50000000
Commercial,6472,10,Urban,Slab,Pitched,1,1,5300,50000000
Commercial,14072,20,Suburban,Pile,Flat,1,1,11100,50000000
Residential,9529,15,Rural,Pile,Dome,0,1,13300,50000000
Commercial,11686,9,Rural,Concrete,Flat,0,1,11500,50000000
Industrial,1222,14,Rural,Concrete,Flat,1,0,9900,50000000
Residential,703,16,Urban,Concrete,Pitched,0,1,8000,26461252
Industrial,3538,18,Suburban,Concrete,Dome,1,1,4800,50000000
Industrial,4417,19,Suburban,Slab,Pitched,0,1,14700,50000000
Commercial,1768,20,Rural,Concrete,Pitched,1,0,4300,50000000
Industrial,9926,5,Rural,Concrete,Pitched,0,1,10200,50000000
Commercial,9990,19,Rural,Pile,Pitched,1,1,6900,50000000
Industrial,13478,15,Urban,Slab,Flat,0,1,5700,50000000
Commercial,9217,20,Suburban,Pile,Dome,0,1,5900,50000000
Commercial,9334,5,Urban,Concrete,Dome,1,0,7500,50000000
Commercial,11070,8,Suburban,Concrete,Pitched,0,0,14800,50000000
Industrial,831,5,Suburban,Concrete,Flat,1,1,7600,9330386
Industrial,8334,1,Suburban,Pile,Dome,1,1,6700,27392315
Residential,2171,9,Urban,Pile,Flat,0,1,4000,44770161
Commercial,13260,19,Suburban,Concrete,Flat,0,0,15000,50000000
Commercial,10987,11,Urban,Concrete,Flat,0,0,5400,50000000
Industrial,2514,13,Suburban,Slab,Dome,1,0,14000,50000000
Industrial,8131,11,Urban,Pile,Flat,0,0,13400,50000000
Industrial,3014,6,Rural,Slab,Pitched,0,1,6300,38520268
Industrial,5559,19,Suburban,Slab,Dome,1,0,11800,50000000
Commercial,9441,6,Urban,Concrete,Pitched,1,0,4800,50000000
Residential,14035,6,Urban,Pile,Dome,0,1,5100,50000000
Industrial,5374,13,Rural,Slab,Pitched,1,1,5900,50000000
Commercial,4105,5,Rural,Slab,Dome,1,1,10100,50000000
Residential,11062,8,Urban,Slab,Flat,1,0,4600,50000000
Industrial,11096,14,Rural,Pile,Flat,0,0,11300,50000000
Industrial,6718,1,Rural,Pile,Pitched,0,1,8000,18249935
Commercial,6836,8,Suburban,Pile,Flat,1,1,8600,50000000
Residential,4654,1,Urban,Concrete,Pitched,1,1,14700,14918861
Residential,13509,10,Urban,Pile,Dome,0,1,14000,50000000
Commercial,14187,18,Suburban,Slab,Dome,0,1,7000,50000000
Commercial,5557,17,Rural,Slab,Dome,1,1,11600,50000000
Residential,12435,19,Suburban,Pile,Dome,1,1,12100,50000000
Residential,9064,20,Urban,Pile,Dome,0,1,6000,50000000
Residential,2033,16,Rural,Concrete,Dome,0,1,4100,50000000
Commercial,1918,3,Rural,Slab,Dome,0,0,10800,22749823
Industrial,2056,1,Urban,Concrete,Dome,1,0,9900,6609898
Residential,14860,5,Rural,Slab,Flat,0,0,5800,50000000
Industrial,2694,14,Suburban,Pile,Flat,0,1,4400,50000000
Residential,1839,7,Urban,Slab,Dome,0,0,14300,38232456
Commercial,4626,3,Urban,Concrete,Dome,0,1,8100,50000000
Industrial,6946,14,Suburban,Slab,Dome,1,1,3000,50000000
Commercial,9969,9,Suburban,Pile,Flat,1,1,7500,50000000
Commercial,2937,8,Suburban,Slab,Pitched,0,0,13300,50000000
Residential,9553,15,Suburban,Concrete,Pitched,0,1,11900,50000000
Commercial,9116,15,Urban,Slab,Dome,1,1,10800,50000000
Commercial,827,15,Urban,Pile,Dome,0,0,13400,50000000
Industrial,14985,16,Urban,Concrete,Dome,0,1,10900,50000000
Commercial,5602,11,Rural,Slab,Pitched,1,0,13500,50000000
Commercial,12062,14,Urban,Pile,Flat,0,0,3100,50000000
Industrial,7076,4,Rural,Slab,Pitched,0,1,9600,50000000
Commercial,3604,11,Urban,Pile,Pitched,1,0,13700,50000000
Residential,1366,1,Suburban,Pile,Flat,1,1,4200,3491584
Residential,5671,14,Suburban,Pile,Flat,1,1,11500,50000000
Industrial,7187,16,Urban,Pile,Pitched,1,0,7800,50000000
Industrial,10258,11,Rural,Concrete,Pitched,0,1,11300,50000000
Residential,2317,17,Rural,Concrete,Flat,1,1,9700,50000000
Residential,5485,5,Rural,Pile,Dome,0,1,13900,50000000
Residential,666,14,Urban,Concrete,Pitched,0,1,3400,19511274
Commercial,7297,12,Urban,Concrete,Dome,0,1,3800,50000000
Industrial,8361,12,Urban,Concrete,Pitched,0,1,3700,50000000
Commercial,10733,8,Rural,Pile,Flat,1,1,11300,50000000
Commercial,3230,6,Suburban,Slab,Flat,1,1,6200,43442083
Commercial,12383,10,Suburban,Slab,Dome,1,1,6400,50000000
Residential,4324,11,Suburban,Pile,Dome,0,1,6700,50000000
Industrial,14123,18,Rural,Concrete,Flat,1,1,6900,50000000
Commercial,5963,6,Rural,Pile,Pitched,1,1,9600,50000000
Commercial,3947,13,Urban,Pile,Pitched,1,1,5500,50000000
Industrial,2128,12,Suburban,Concrete,Flat,0,1,11700,50000000
Residential,11449,7,Rural,Concrete,Flat,1,1,7800,50000000
Industrial,2367,15,Rural,Concrete,Pitched,0,0,14900,50000000
Commercial,5319,20,Suburban,Concrete,Flat,0,0,8200,50000000
Residential,11676,10,Rural,Concrete,Flat,0,1,10700,50000000
Commercial,9165,12,Rural,Concrete,Flat,0,0,14200,50000000
Commercial,1502,20,Suburban,Pile,Dome,1,1,6100,50000000
Industrial,6218,5,Rural,Concrete,Pitched,0,1,5100,50000000
Residential,2389,2,Suburban,Concrete,Dome,1,1,5900,13064662
Commercial,14232,7,Urban,Pile,Pitched,1,1,14800,50000000
Industrial,4878,15,Suburban,Concrete,Pitched,1,0,3400,50000000
Industrial,5071,12,Rural,Slab,Dome,0,1,7600,50000000
Commercial,7539,17,Rural,Pile,Dome,1,1,12200,50000000
Commercial,11870,13,Rural,Pile,Dome,1,1,6500,50000000
Residential,5488,10,Urban,Concrete,Pitched,0,1,4500,50000000
Residential,3163,19,Rural,Pile,Pitched,0,1,13600,50000000
Commercial,6969,10,Urban,Pile,Pitched,0,1,12800,50000000
Industrial,14873,8,Suburban,Pile,Pitched,0,1,4000,50000000
Commercial,2421,14,Urban,Slab,Pitched,1,1,9700,50000000
Industrial,8612,8,Suburban,Concrete,Flat,0,1,14200,50000000
Industrial,8002,13,Suburban,Slab,Pitched,0,1,8000,50000000
Residential,11147,18,Suburban,Concrete,Dome,1,1,5800,50000000
Commercial,3958,2,Rural,Slab,Dome,1,0,11800,25282634
Residential,5124,9,Suburban,Slab,Pitched,0,0,7100,50000000
Residential,14294,13,Urban,Pile,Dome,0,0,5500,50000000
Residential,6827,1,Urban,Slab,Dome,0,1,5600,24363753
Industrial,1040,3,Suburban,Concrete,Pitched,0,1,6500,11276543
Commercial,3318,1,Rural,Pile,Flat,0,0,5700,8270793
Commercial,6573,5,Urban,Pile,Dome,1,1,3800,50000000
Industrial,4575,8,Suburban,Concrete,Flat,0,1,10200,50000000
Commercial,13341,2,Suburban,Slab,Pitched,0,1,5100,50000000
Residential,7683,6,Urban,Pile,Pitched,1,1,12900,50000000
Commercial,9309,19,Urban,Pile,Dome,0,1,7200,50000000
Commercial,7048,2,Rural,Slab,Flat,0,0,5300,32864642
Residential,10656,15,Rural,Concrete,Flat,0,1,3400,50000000
Residential,14786,4,Rural,Concrete,Pitched,0,1,14300,50000000
Commercial,12248,5,Urban,Slab,Pitched,0,1,11900,50000000
Industrial,13331,9,Rural,Concrete,Flat,1,1,6400,50000000
Commercial,9688,10,Urban,Pile,Flat,0,1,14900,50000000
Commercial,14042,2,Urban,Pile,Dome,1,0,7000,50000000
Commercial,8502,13,Rural,Slab,Pitched,0,0,8800,50000000
Industrial,14560,2,Urban,Pile,Pitched,0,0,10900,50000000
Industrial,13972,17,Rural,Concrete,Flat,1,1,13800,50000000
Commercial,2985,11,Rural,Pile,Flat,1,1,8900,50000000
Commercial,3560,17,Suburban,Slab,Pitched,0,1,7400,50000000
Industrial,5579,19,Suburban,Pile,Pitched,0,1,3000,50000000
Residential,14534,1,Suburban,Pile,Pitched,1,1,11400,46055619
Industrial,4893,13,Suburban,Pile,Flat,1,1,6300,50000000
Residential,13792,17,Rural,Pile,Dome,1,1,5000,50000000
Residential,1172,2,Urban,Pile,Flat,1,0,11800,6949408
Commercial,2372,3,Rural,Pile,Pitched,1,0,5700,17195821
Commercial,5028,4,Suburban,Concrete,Pitched,1,0,13700,50000000
Commercial,3183,2,Rural,Pile,Pitched,0,1,7200,14252627
Commercial,9004,17,Rural,Slab,Pitched,0,1,7700,50000000
Commercial,721,18,Suburban,Pile,Dome,0,1,6800,38183681
Residential,5321,19,Urban,Slab,Dome,0,0,7800,50000000
Commercial,11942,8,Rural,Slab,Dome,0,1,10300,50000000
Industrial,6597,20,Suburban,Slab,Pitched,1,1,5000,50000000
Industrial,14386,16,Rural,Slab,Dome,0,0,7800,50000000
Commercial,9282,16,Urban,Pile,Pitched,0,0,6100,50000000
Residential,9672,18,Suburban,Concrete,Flat,0,1,4600,50000000
Residential,1336,11,Rural,Pile,Dome,0,0,8900,29676151
Residential,9167,4,Urban,Pile,Flat,0,1,8400,50000000
Industrial,1840,16,Rural,Concrete,Flat,0,1,5100,50000000
Commercial,6951,15,Rural,Concrete,Flat,0,1,14300,50000000
Commercial,7805,11,Suburban,Slab,Dome,1,1,3400,50000000
Residential,4702,20,Urban,Slab,Flat,0,1,12300,50000000
Residential,1923,17,Suburban,Slab,Dome,0,1,8600,50000000
Commercial,10687,6,Suburban,Slab,Pitched,1,1,4100,50000000
Industrial,11953,8,Suburban,Pile,Flat,0,1,8800,50000000
Industrial,1016,15,Rural,Concrete,Dome,0,1,6500,35526225
Residential,11561,18,Suburban,Concrete,Pitched,1,1,10500,50000000
Commercial,3262,20,Suburban,Concrete,Pitched,0,0,11200,50000000
Industrial,13309,20,Suburban,Pile,Pitched,1,1,6300,50000000
Industrial,11873,19,Suburban,Concrete,Dome,0,0,4300,50000000
Industrial,11767,19,Rural,Pile,Flat,0,0,14600,50000000
Residential,3161,1,Rural,Concrete,Dome,0,1,14600,12957646
Commercial,6856,18,Suburban,Concrete,Pitched,1,0,3100,50000000
Commercial,2726,11,Rural,Concrete,Dome,0,0,7500,50000000
Industrial,1893,17,Urban,Slab,Dome,0,1,12900,50000000
Residential,7741,9,Rural,Pile,Dome,0,0,5200,50000000
Commercial,364,20,Urban,Pile,Flat,1,0,12800,20469767
Commercial,9582,1,Urban,Concrete,Flat,1,1,5600,37579698
Residential,4997,6,Suburban,Pile,Dome,1,0,13600,50000000
Residential,11214,16,Urban,Slab,Pitched,1,1,14800,50000000
Industrial,5343,11,Urban,Concrete,Dome,0,1,13200,50000000
Commercial,1139,1,Suburban,Slab,Dome,1,1,11600,4552491
Industrial,5504,7,Urban,Pile,Pitched,1,1,8700,50000000
Residential,5516,11,Urban,Pile,Flat,1,1,5000,50000000
Industrial,2974,4,Suburban,Slab,Flat,1,0,9100,35230690
Industrial,1093,14,Urban,Slab,Flat,0,1,12600,49055259
Commercial,10634,17,Urban,Concrete,Pitched,0,1,5500,50000000
Residential,279,8,Rural,Slab,Flat,1,0,6700,5299052
Commercial,10746,13,Rural,Pile,Flat,1,0,8000,50000000
Commercial,1435,5,Urban,Pile,Dome,1,1,12900,33734995
Commercial,540,7,Rural,Pile,Dome,1,0,3600,6612103
Commercial,2368,2,Urban,Concrete,Flat,0,0,9300,14564061
Industrial,3553,15,Suburban,Pile,Dome,0,0,14700,50000000
Industrial,6883,19,Urban,Slab,Flat,0,1,8900,50000000
Industrial,4744,6,Rural,Pile,Dome,0,1,3300,50000000
Commercial,3731,11,Urban,Concrete,Pitched,1,1,14400,50000000
Residential,7827,4,Urban,Slab,Flat,0,1,5900,50000000
Residential,517,11,Urban,Slab,Pitched,1,1,6000,13229424
Residential,3246,2,Rural,Pile,Pitched,0,0,5900,13375143
Residential,14022,19,Urban,Pile,Flat,0,1,12800,50000000
Commercial,9074,7,Suburban,Concrete,Pitched,1,0,10000,50000000
Commercial,4228,3,Suburban,Pile,Pitched,0,0,4500,29758881
Industrial,11069,14,Rural,Concrete,Flat,0,0,11100,50000000
Commercial,7325,10,Rural,Pile,Pitched,0,1,9500,50000000
Commercial,515,5,Rural,Concrete,Dome,0,1,12700,9000767
Residential,3416,16,Rural,Pile,Flat,1,0,3400,50000000
Industrial,5246,20,Rural,Pile,Pitched,0,1,4400,50000000
Residential,14523,9,Rural,Pile,Flat,1,0,9700,50000000
Residential,9798,10,Suburban,Slab,Flat,0,0,3600,50000000
Residential,592,20,Rural,Concrete,Pitched,1,0,13800,32126698
Commercial,4058,1,Suburban,Pile,Pitched,1,1,5800,13656046
Commercial,11925,14,Urban,Pile,Flat,0,1,4700,50000000
Industrial,2302,7,Rural,Concrete,Pitched,0,0,13300,47643292
Commercial,12769,8,Suburban,Slab,Flat,0,1,11800,50000000
Commercial,5108,16,Rural,Slab,Flat,0,0,12200,50000000
Industrial,3767,6,Rural,Concrete,Flat,0,1,7700,50000000
Industrial,10191,4,Rural,Slab,Flat,1,1,3300,50000000
Commercial,12133,10,Rural,Slab,Dome,0,1,14300,50000000
Residential,12173,3,Rural,Slab,Dome,0,0,9200,50000000
Residential,1016,6,Rural,Slab,Flat,0,1,13900,17932064
Industrial,12036,9,Rural,Concrete,Dome,1,1,9200,50000000
Residential,2112,11,Suburban,Slab,Pitched,0,0,8000,47763781
Commercial,2335,20,Rural,Slab,Pitched,0,1,6200,50000000
Residential,3349,12,Rural,Slab,Pitched,0,0,7200,50000000
Commercial,1447,4,Urban,Pile,Pitched,0,0,4300,13752977
Industrial,10497,12,Suburban,Concrete,Dome,0,0,10600,50000000
Industrial,5526,3,Rural,Concrete,Flat,0,1,8300,30285694
Industrial,6678,9,Urban,Slab,Pitched,0,1,10200,50000000
Residential,2827,11,Suburban,Pile,Flat,1,1,3800,45317567
Commercial,10921,16,Rural,Concrete,Dome,1,1,8400,50000000
Industrial,13621,17,Rural,Slab,Dome,0,1,3700,50000000
Industrial,4799,1,Urban,Slab,Dome,0,1,14400,20975619
Residential,9417,19,Suburban,Slab,Flat,0,1,3500,50000000
Industrial,4975,2,Urban,Slab,Flat,0,0,10800,28521892
Residential,13262,15,Suburban,Pile,Pitched,1,0,15000,50000000
Commercial,10741,14,Urban,Slab,Dome,0,1,11700,50000000
Industrial,14892,3,Suburban,Pile,Dome,0,1,6900,50000000
Commercial,9622,11,Suburban,Pile,Dome,1,1,8600,50000000
Residential,11050,3,Suburban,Slab,Flat,0,1,8700,50000000
Commercial,14365,5,Suburban,Concrete,Dome,0,1,13000,50000000
Commercial,2590,20,Rural,Pile,Flat,1,1,9900,50000000
Industrial,1861,7,Suburban,Pile,Dome,0,1,9100,40484179
Industrial,6816,8,Rural,Slab,Flat,0,0,5100,50000000
Industrial,12581,3,Rural,Concrete,Flat,0,1,3000,50000000
Residential,4280,9,Urban,Pile,Flat,1,0,4900,50000000
Commercial,255,20,Rural,Slab,Pitched,0,1,5900,11068182
Commercial,2936,12,Suburban,Slab,Flat,1,1,12200,50000000
Industrial,2165,2,Suburban,Slab,Pitched,1,0,11600,13254560
Residential,1065,13,Rural,Pile,Dome,1,1,3600,24797098
Industrial,14669,16,Rural,Concrete,Flat,0,1,5400,50000000
Commercial,2991,1,Suburban,Concrete,Pitched,1,1,12400,14071581
Residential,14070,6,Suburban,Concrete,Flat,1,0,8500,50000000
Commercial,537,5,Rural,Slab,Flat,0,1,5900,6767237
Residential,6400,17,Rural,Slab,Dome,0,1,10300,50000000
Commercial,4031,6,Urban,Concrete,Pitched,0,0,11800,50000000
Commercial,14027,12,Urban,Concrete,Flat,0,1,7000,50000000
Residential,12419,6,Suburban,Concrete,Flat,1,0,12900,50000000
Commercial,11364,19,Rural,Pile,Dome,1,1,14500,50000000
Industrial,683,14,Rural,Concrete,Dome,1,1,10500,35714403
